Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
,ADP,2.7.1.11,C00008,,13,4 ADP,722736,+,Escherichia coli,BRENDA,adp,CHEBI:16761,pfk
,GDP,2.7.1.11,C00035,,53,GDP,640489,+,Escherichia coli,BRENDA,gdp,CHEBI:17552,pfk
,GDP,2.7.1.11,C00035,,53,2 GDP,640489,+,Escherichia coli,BRENDA,gdp,CHEBI:17552,pfk
,GDP,2.7.1.11,C00035,,53,GDP,"640490, 722736",+,Escherichia coli,BRENDA,gdp,CHEBI:17552,pfk
,GDP,2.7.1.11,C00035,,53,2 GDP,"640490, 722736",+,Escherichia coli,BRENDA,gdp,CHEBI:17552,pfk
,dCDP,2.7.1.21,C00705,,1124,dCDP,641132,+,Escherichia coli,BRENDA,dcdp,CHEBI:28846,durik1
,dCTP,2.7.1.21,C00458,,179,dCTP,"641123, 641132",+,Escherichia coli,BRENDA,dctp,CHEBI:16311,durik1
,GTP,2.7.1.21,C00044,,37,GTP,641123,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,durik1
,GTP,2.7.1.21,C00044,,37,2 GTP,641123,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,durik1
,GTP,2.7.1.21,C00044,,37,3 GTP,641123,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,durik1
,,2.7.1.25,,,74,L-cysteine,641217,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,adsk
,,2.7.1.25,,,74,2 L-cysteine,641217,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,adsk
,"D-Fructose 1,6-bisphosphate",2.7.1.40,C00354,,106,"D-fructose 1,6-bisphosphate",707589,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,pyk
,"D-Fructose 1,6-bisphosphate",2.7.1.40,C00354,,583,"D-fructose 1,6-diphosphate",641557,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,pyk
,D-Glucose 6-phosphate,2.7.1.40,C00092,,105,D-glucose 6-phosphate,641557,+,Escherichia coli,BRENDA,g6p,CHEBI:4170,pyk
,Phosphoenolpyruvate,2.7.1.40,C00074,,51,phosphoenolpyruvate,707589,+,Escherichia coli,BRENDA,pep,CHEBI:44897,pyk
,Potassium cation,2.7.1.73,C00238,,39,K+,641925,+,Escherichia coli,BRENDA,k,CHEBI:29103,gsnk
,Potassium cation,2.7.1.73,C00238,,39,2 K+,641925,+,Escherichia coli,BRENDA,k,CHEBI:29103,gsnk
,Magnesium cation,2.7.1.73,C00305,,6,Mg2+,641925,+,Escherichia coli,BRENDA,mg2,CHEBI:18420,gsnk
,ATP,2.7.1.89,C00002,,4,ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,ATP,2.7.1.89,C00002,,4,2 ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,ATP,2.7.1.89,C00002,,4,16 ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,ATP,2.7.1.89,C00002,,4,6 ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,ATP,2.7.1.89,C00002,,4,3 ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,ATP,2.7.1.89,C00002,,4,4 ATP,642072,+,Escherichia coli,BRENDA,atp,CHEBI:15422,tmk
,,2.7.1.107,,,51151,dipalmitoylphosphatidic acid,640361,+,Escherichia coli,BRENDA,pa160,CHEBI:73246,dagk160
,(9Z)-Octadecenoic acid,2.7.1.107,C00712,,380,oleic acid,640361,+,Escherichia coli,BRENDA,ocdcea,CHEBI:16196,dagk160
,(9Z)-Octadecenoic acid,2.7.1.107,C00712,,380,3 oleic acid,640361,+,Escherichia coli,BRENDA,ocdcea,CHEBI:16196,dagk160
,(9Z)-Octadecenoic acid,2.7.1.107,C00712,,380,6 oleic acid,640361,+,Escherichia coli,BRENDA,ocdcea,CHEBI:16196,dagk160
,Hexadecanoic acid,2.7.1.107,C00249,,535,palmitic acid,640361,+,Escherichia coli,BRENDA,hdca,CHEBI:15756,dagk160
,Octadecanoic acid,2.7.1.107,C01530,,1359,stearic acid,640361,+,Escherichia coli,BRENDA,ocdca,CHEBI:28842,dagk160
,Ethanol,2.7.6.5,C00469,,69,ethanol,642773,+,Escherichia coli,BRENDA,etoh,CHEBI:16236,gdpdpk
,,2.7.7.12,,,153,cysteine,642823,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,uglt
,,2.7.7.12,,,153,2 cysteine,642823,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,uglt
,,2.7.7.12,,,153,cysteine,642834,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,uglt
,,2.7.7.12,,,153,2 cysteine,642834,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,uglt
,2-Dehydro-3-deoxy-6-phospho-D-gluconate,2.7.7.27,C04442,,1482,2-keto-3-deoxy phosphogluconate,643144,+,Escherichia coli,BRENDA,2ddg6p,CHEBI:15925,glgc
,2-Oxobutanoate,2.7.7.27,C00109,,371,2-oxobutyrate,643144,+,Escherichia coli,BRENDA,2obut,CHEBI:30831,glgc
,Glycerate 3-phosphate,2.7.7.27,C00597,,194,3-phosphoglycerate,"643114, 643141",+,Escherichia coli,BRENDA,3pg,CHEBI:17050,glgc
,Glycerate 3-phosphate,2.7.7.27,C00597,,194,3-phosphoglycerate,643144,+,Escherichia coli,BRENDA,3pg,CHEBI:17050,glgc
,Glycerate 3-phosphate,2.7.7.27,C00597,,194,3-phosphoglycerate,643164,+,Escherichia coli,BRENDA,3pg,CHEBI:17050,glgc
,ADP,2.7.7.27,C00008,,13,ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,ADP,2.7.7.27,C00008,,13,2 ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,ADP,2.7.7.27,C00008,,13,16 ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,ADP,2.7.7.27,C00008,,13,6 ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,ADP,2.7.7.27,C00008,,13,3 ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,ADP,2.7.7.27,C00008,,13,4 ADP,643141,+,Escherichia coli,BRENDA,adp,CHEBI:16761,glgc
,AMP,2.7.7.27,C00020,,30,AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,39 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,40 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,41 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,2 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,6 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,3 AMP,643141,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,39 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,40 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,41 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,2 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,6 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,AMP,2.7.7.27,C00020,,30,3 AMP,643161,+,Escherichia coli,BRENDA,amp,CHEBI:16027,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate",643127,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate",643144,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate",643152,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate","643141, 643146, 643150, 643161, 643164, 661743, 663026",+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate",671752,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,583,"D-fructose 1,6-diphosphate",674737,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,glgc
,D-Fructose 6-phosphate,2.7.7.27,C00085,,87,D-fructose 6-phosphate,"643131, 643141, 643144",+,Escherichia coli,BRENDA,f6p,CHEBI:61553,glgc
,D-Fructose 6-phosphate,2.7.7.27,C00085,,87,D-fructose 6-phosphate,643152,+,Escherichia coli,BRENDA,f6p,CHEBI:61553,glgc
,D-Fructose 6-phosphate,2.7.7.27,C00085,,87,D-fructose 6-phosphate,"643161, 643164",+,Escherichia coli,BRENDA,f6p,CHEBI:61553,glgc
,D-Glucose 6-phosphate,2.7.7.27,C00092,,105,D-glucose 6-phosphate,643141,+,Escherichia coli,BRENDA,g6p,CHEBI:4170,glgc
,D-Glucose 6-phosphate,2.7.7.27,C00092,,105,D-glucose 6-phosphate,643164,+,Escherichia coli,BRENDA,g6p,CHEBI:4170,glgc
,2-Deoxy-D-ribose 5-phosphate,2.7.7.27,C00673,,1398,deoxyribose 5-phosphate,643144,+,Escherichia coli,BRENDA,2dr5p,CHEBI:55513,glgc
,Glyceraldehyde 3-phosphate,2.7.7.27,C00661,,574,glyceraldehyde 3-phosphate,643144,+,Escherichia coli,BRENDA,g3p,CHEBI:17138,glgc
,Hydroxypyruvate,2.7.7.27,C00168,,389,hydroxypyruvate,643144,+,Escherichia coli,BRENDA,hpyr,CHEBI:30841,glgc
,NADPH,2.7.7.27,C00005,,5,2 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,3 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,14 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,7 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,6 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,4 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,8 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,11 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,NADPH,2.7.7.27,C00005,,5,5 NADPH,643144,+,Escherichia coli,BRENDA,nadph,CHEBI:16474,glgc
,Phosphoenolpyruvate,2.7.7.27,C00074,,51,phosphoenolpyruvate,643144,+,Escherichia coli,BRENDA,pep,CHEBI:44897,glgc
,Phosphoenolpyruvate,2.7.7.27,C00074,,51,phosphoenolpyruvate,661743,+,Escherichia coli,BRENDA,pep,CHEBI:44897,glgc
,Pyridoxal phosphate,2.7.7.27,C00018,,32,pyridoxal 5'-phosphate,643141,+,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,glgc
,Pyridoxal phosphate,2.7.7.27,C00018,,32,pyridoxal 5'-phosphate,643144,+,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,glgc
,Pyridoxal phosphate,2.7.7.27,C00018,,32,pyridoxal 5'-phosphate,661743,+,Escherichia coli,BRENDA,pydx5p,CHEBI:18405,glgc
,Pyruvate,2.7.7.27,C00022,,31,pyruvate,643152,+,Escherichia coli,BRENDA,pyr,CHEBI:32816,glgc
,Pyruvate,2.7.7.27,C00022,,31,2 pyruvate,643152,+,Escherichia coli,BRENDA,pyr,CHEBI:32816,glgc
,"Sedoheptulose 1,7-bisphosphate",2.7.7.27,C00447,,869,"sedoheptulose 1,7-diphosphate",643144,+,Escherichia coli,BRENDA,s17bp,CHEBI:17969,glgc
,ATP,2.7.7.41,C00002,,4,ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,ATP,2.7.7.41,C00002,,4,2 ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,ATP,2.7.7.41,C00002,,4,16 ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,ATP,2.7.7.41,C00002,,4,6 ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,ATP,2.7.7.41,C00002,,4,3 ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,ATP,2.7.7.41,C00002,,4,4 ATP,643314,+,Escherichia coli,BRENDA,atp,CHEBI:15422,dasyn120
,,3.1.3.11,,,131,citrate,680756,+,Escherichia coli,BRENDA,cit,CHEBI:76049,fbp
,Phosphoenolpyruvate,3.1.3.11,C00074,,51,phosphoenolpyruvate,651666,+,Escherichia coli,BRENDA,pep,CHEBI:44897,fbp
,Phosphoenolpyruvate,3.1.3.11,C00074,,51,phosphoenolpyruvate,665719,+,Escherichia coli,BRENDA,pep,CHEBI:44897,fbp
,Phosphoenolpyruvate,3.1.3.11,C00074,,51,phosphoenolpyruvate,680756,+,Escherichia coli,BRENDA,pep,CHEBI:44897,fbp
,Sulfate,3.1.3.11,C00059,,160,sulfate,665719,+,Escherichia coli,BRENDA,so4,CHEBI:26836,fbp
,Hydrochloric acid,3.1.3.18,C01327,,141,Cl-,651727,+,Escherichia coli,BRENDA,cl,CHEBI:17883,pglycp
,Hydrochloric acid,3.1.3.18,C01327,,141,2 Cl-,651727,+,Escherichia coli,BRENDA,cl,CHEBI:17883,pglycp
,,3.1.3.25,,,11,Mn2+,680809,+,Escherichia coli,BRENDA,mn2,CHEBI:29035,mi1pp
,,3.1.3.25,,,11,2 Mn2+,680809,+,Escherichia coli,BRENDA,mn2,CHEBI:29035,mi1pp
,ATP,3.2.2.4,C00002,,4,ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,ATP,3.2.2.4,C00002,,4,2 ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,ATP,3.2.2.4,C00002,,4,16 ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,ATP,3.2.2.4,C00002,,4,6 ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,ATP,3.2.2.4,C00002,,4,3 ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,ATP,3.2.2.4,C00002,,4,4 ATP,"171818, 657368",+,Escherichia coli,BRENDA,atp,CHEBI:15422,ampn
,,3.5.1.10,,,692,methionine,208968,+,Escherichia coli,BRENDA,met__l,CHEBI:57844,fthfd
,Orthophosphate,3.5.1.16,C00009,,16,phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,Orthophosphate,3.5.1.16,C00009,,16,2 phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,Orthophosphate,3.5.1.16,C00009,,16,16 phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,Orthophosphate,3.5.1.16,C00009,,16,6 phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,Orthophosphate,3.5.1.16,C00009,,16,3 phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,Orthophosphate,3.5.1.16,C00009,,16,4 phosphate,171964,+,Escherichia coli,BRENDA,pi,CHEBI:26078,acoda
,,3.5.4.1,,,164,D-alanine,209497,+,Escherichia coli,BRENDA,ala__d,CHEBI:57416,csnd
,,3.5.4.1,,,164,2 D-alanine,209497,+,Escherichia coli,BRENDA,ala__d,CHEBI:57416,csnd
,,3.5.4.1,,,6515,DL-homoserine,209497,+,Escherichia coli,BRENDA,hom__l,CHEBI:30653,csnd
,,3.5.4.1,,,72,glycine,209497,+,Escherichia coli,BRENDA,gly,CHEBI:57305,csnd
,L-Aspartate,3.5.4.1,C00049,,1353,L-aspartic acid,209489,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,csnd
,L-Aspartate,3.5.4.1,C00049,,1353,L-aspartic acid,209497,+,Escherichia coli,BRENDA,asp__l,CHEBI:17053,csnd
,L-Glutamate,3.5.4.1,C00025,,1163,L-Glutamic acid,209489,+,Escherichia coli,BRENDA,glu__l,CHEBI:16015,csnd
,L-Glutamate,3.5.4.1,C00025,,1163,L-Glutamic acid,209497,+,Escherichia coli,BRENDA,glu__l,CHEBI:16015,csnd
,,3.5.4.1,,,102,L-glutamine,209489,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,102,2 L-glutamine,209489,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,102,4 L-glutamine,209489,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,102,L-glutamine,209497,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,102,2 L-glutamine,209497,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,102,4 L-glutamine,209497,+,Escherichia coli,BRENDA,gln__l,CHEBI:58359,csnd
,,3.5.4.1,,,349,L-histidine,209489,+,Escherichia coli,BRENDA,his__l,CHEBI:57595,csnd
,,3.5.4.1,,,349,L-histidine,209497,+,Escherichia coli,BRENDA,his__l,CHEBI:57595,csnd
,,3.5.4.1,,,311,L-isoleucine,209497,+,Escherichia coli,BRENDA,ile__l,CHEBI:58045,csnd
,,3.5.4.1,,,127,L-leucine,209497,+,Escherichia coli,BRENDA,leu__l,CHEBI:57427,csnd
,,3.5.4.1,,,127,2 L-leucine,209497,+,Escherichia coli,BRENDA,leu__l,CHEBI:57427,csnd
,,3.5.4.1,,,127,3 L-leucine,209497,+,Escherichia coli,BRENDA,leu__l,CHEBI:57427,csnd
,,3.5.4.1,,,127,4 L-leucine,209497,+,Escherichia coli,BRENDA,leu__l,CHEBI:57427,csnd
,,3.5.4.1,,,127,5 L-leucine,209497,+,Escherichia coli,BRENDA,leu__l,CHEBI:57427,csnd
,L-Ornithine,3.5.4.1,C00077,,192,L-ornithine,209497,+,Escherichia coli,BRENDA,orn,CHEBI:15729,csnd
,,3.5.4.1,,,104,L-phenylalanine,209497,+,Escherichia coli,BRENDA,phe__l,CHEBI:58095,csnd
,,3.5.4.1,,,95,L-serine,209497,+,Escherichia coli,BRENDA,ser__l,CHEBI:33384,csnd
,,3.5.4.1,,,95,3 L-serine,209497,+,Escherichia coli,BRENDA,ser__l,CHEBI:33384,csnd
,,3.5.4.1,,,250,L-threonine,209497,+,Escherichia coli,BRENDA,thr__l,CHEBI:57926,csnd
,,3.5.4.1,,,246,L-valine,209497,+,Escherichia coli,BRENDA,val__l,CHEBI:57762,csnd
,,3.5.4.1,,,246,2 L-valine,209497,+,Escherichia coli,BRENDA,val__l,CHEBI:57762,csnd
,,3.5.4.1,,,246,3 L-valine,209497,+,Escherichia coli,BRENDA,val__l,CHEBI:57762,csnd
,,3.5.4.1,,,246,4 L-valine,209497,+,Escherichia coli,BRENDA,val__l,CHEBI:57762,csnd
,,3.5.4.1,,,246,5 L-valine,209497,+,Escherichia coli,BRENDA,val__l,CHEBI:57762,csnd
,Cytidine,3.5.4.5,C00475,,372,cytidine,209659,+,Escherichia coli,BRENDA,cytd,CHEBI:17562,cytd
,Cytidine,3.5.4.5,C00475,,372,3 cytidine,209659,+,Escherichia coli,BRENDA,cytd,CHEBI:17562,cytd
,N-Acetyl-D-glucosamine 6-phosphate,3.5.99.6,C00357,,1930,N-acetylglucosamine 6-phosphate,648215,+,Escherichia coli,BRENDA,acgam6p,CHEBI:15784,g6pda
,N-Acetyl-D-glucosamine 6-phosphate,3.5.99.6,C00357,,1930,N-acetylglucosamine 6-phosphate,648220,+,Escherichia coli,BRENDA,acgam6p,CHEBI:15784,g6pda
,N-Acetyl-D-glucosamine 6-phosphate,3.5.99.6,C00357,,1930,N-acetylglucosamine 6-phosphate,"648226, 648237, 648238, 648240, 648243",+,Escherichia coli,BRENDA,acgam6p,CHEBI:15784,g6pda
,N-Acetyl-D-glucosamine 6-phosphate,3.5.99.6,C00357,,58095,N-acetylglucosamine-6-phosphate,712289,+,Escherichia coli,BRENDA,acgam6p,CHEBI:15784,g6pda
,ATP,3.6.1.1,C00002,,4,ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,ATP,3.6.1.1,C00002,,4,2 ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,ATP,3.6.1.1,C00002,,4,16 ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,ATP,3.6.1.1,C00002,,4,6 ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,ATP,3.6.1.1,C00002,,4,3 ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,ATP,3.6.1.1,C00002,,4,4 ATP,685305,+,Escherichia coli,BRENDA,atp,CHEBI:15422,ppa
,,3.6.3.5,,,132776,"1,2-dipalmitoyl-phosphatidylglycerol",667819,+,Escherichia coli,BRENDA,pg160,CHEBI:60724,zn2abcpp
,,3.6.3.5,,,132777,"1,2-distearoyl-phosphatidylglycerol",667819,+,Escherichia coli,BRENDA,pg180,CHEBI:61056,zn2abcpp
,,3.6.3.5,,,74,L-cysteine,654606,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,zn2abcpp
,,3.6.3.5,,,74,2 L-cysteine,654606,+,Escherichia coli,BRENDA,cys__l,CHEBI:35235,zn2abcpp
,ADP,3.6.3.12,C00008,,13,ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ADP,3.6.3.12,C00008,,13,2 ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ADP,3.6.3.12,C00008,,13,16 ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ADP,3.6.3.12,C00008,,13,6 ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ADP,3.6.3.12,C00008,,13,3 ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ADP,3.6.3.12,C00008,,13,4 ADP,289111,+,Escherichia coli,BRENDA,adp,CHEBI:16761,kabcpp
,ATP,3.6.3.12,C00002,,4,ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,ATP,3.6.3.12,C00002,,4,2 ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,ATP,3.6.3.12,C00002,,4,16 ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,ATP,3.6.3.12,C00002,,4,6 ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,ATP,3.6.3.12,C00002,,4,3 ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,ATP,3.6.3.12,C00002,,4,4 ATP,"289111, 289116",+,Escherichia coli,BRENDA,atp,CHEBI:15422,kabcpp
,Arsenous oxide,3.6.3.16,C13619,,397,arsenite,"210282, 210287",+,Escherichia coli,BRENDA,aso3,CHEBI:49900,aso3t8pp
,Arsenous oxide,3.6.3.16,C13619,,397,arsenite,696278,+,Escherichia coli,BRENDA,aso3,CHEBI:49900,aso3t8pp
,ADP,4.1.1.8,C00008,,13,ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,ADP,4.1.1.8,C00008,,13,2 ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,ADP,4.1.1.8,C00008,,13,16 ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,ADP,4.1.1.8,C00008,,13,6 ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,ADP,4.1.1.8,C00008,,13,3 ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,ADP,4.1.1.8,C00008,,13,4 ADP,714955,+,Escherichia coli,BRENDA,adp,CHEBI:16761,oxcdc
,AMP,4.1.1.8,C00020,,30,AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,39 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,40 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,41 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,2 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,6 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,AMP,4.1.1.8,C00020,,30,3 AMP,714955,+,Escherichia coli,BRENDA,amp,CHEBI:16027,oxcdc
,ATP,4.1.1.8,C00002,,4,ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,ATP,4.1.1.8,C00002,,4,2 ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,ATP,4.1.1.8,C00002,,4,16 ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,ATP,4.1.1.8,C00002,,4,6 ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,ATP,4.1.1.8,C00002,,4,3 ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,ATP,4.1.1.8,C00002,,4,4 ATP,714955,+,Escherichia coli,BRENDA,atp,CHEBI:15422,oxcdc
,Hydrochloric acid,4.1.1.15,C01327,,141,Cl-,3973,+,Escherichia coli,BRENDA,cl,CHEBI:17883,asp1dc
,Hydrochloric acid,4.1.1.15,C01327,,141,2 Cl-,3973,+,Escherichia coli,BRENDA,cl,CHEBI:17883,asp1dc
,"D-Fructose 1,6-bisphosphate",4.1.1.31,C00354,,93409,fructose diphosphate,4286,+,Escherichia coli,BRENDA,fdp,CHEBI:37736,ppc
,GTP,4.1.1.31,C00044,,37,GTP,4286,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,ppc
,GTP,4.1.1.31,C00044,,37,2 GTP,4286,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,ppc
,GTP,4.1.1.31,C00044,,37,3 GTP,4286,+,Escherichia coli,BRENDA,gtp,CHEBI:15996,ppc
